id,content,nick,score,startTime
1125001810,"春节档最好看的电影，这部电影我越看越入迷，看完之后沉迷在了这个名为“刺杀小说家”的世界，观看过程是从疑惑到享受。电影很直接立体塑造了关宁这位为寻女而不惜一切的父亲形象，很喜欢这部电影把反派的目的慢慢显现出来的感觉，慢慢揭开故事全貌的感觉很爽。打戏看的也很舒适大快人心哈哈！虽然我还是有一些画面会捂眼。
我觉得打差评的无非是没看懂或者过于刨根问底了，就比如最后关宁来代替路空文写小说，使最后身穿红色铠甲的人与赤发鬼决斗时说出的一些经典动画台词时，有人会觉得出戏，我看到的一种解释是体现了关宁平时认真陪伴女儿看动画片，记下了台词。其实各种解释无可厚非都在更加深刻体现关宁，是位好父亲，与屠灵父母强烈对比。",呜喵王之力,10,1614475020000
1125059200,还可以，剧情还是挺感动的，父亲可以为了女儿不顾一切，父女情深值得大家去看一下,逆风飞翔,8,1614474960000
1125025455,不喜欢，太假了,LDZ828789178,5,1614474900000
1125049920,人一定不要放弃自己的梦想，就像小说家路空文一样,uzo213283388,9,1614474840000
1125054742,挺好看的，小说和现实来回切换,胤禛l,10,1614474780000
1125049888,挺好的 还不错,人民的小可爱,8,1614474480000
1125054681,3D特效，还不错，就是刚开始有点看不懂。,暄洵。,7,1614474480000
1125059073,"美术优秀，剧情拉跨，台词出戏。总体而言，美术打死编导系列，结尾最迷，tm原来谁都能写死富老头，刺不去刺杀小说家已经变得毫无意义。还有，小橘子的歌真的太难听了，还**作为线索贯穿全篇，太折磨人了，全篇听了个五六遍，耳朵流产系列。
总而言之，不推荐",凉晸堃,4,1614474420000
1125000679,个人觉得挺好 刺激,李沐子,10,1614474360000
1125059001,结尾不太i好，不过还是很值得看的,Lillian.,7,1614474060000
1125051977,挺好看的不错就是,DrO668345824,10,1614473940000
1125049798,好看，大场面，小亲情。,klys131,10,1614473880000
1125012917,一流的特效，三流的故事。,MargotAna,5,1614473760000
1125012916,太震撼了。大幂幂太美了,法苏给你爱的饱饱,9,1614473700000
1125050772,挺好看的，寻找女儿的感动，剧情的波动和搞笑，,jFl877230121,10,1614473580000
1125049726,看的很过瘾，希望出续集，那个老者完全看不出来是郭京飞,苏帕幔,10,1614473220000
1125052233,比想象的还要好看,borjenashan,9,1614472920000
1125051785,前面还可以，结局是个坑！,呜啦哇咔咔,5,1614472800000
1125051745,前半段稍微有点懵  最后挺搞笑的,随心所欲19980709,8,1614472560000
1125052191,昨晚去看了，刺杀小说家这部电影，剧情逻辑不清晰，也不烧脑，看了我云里雾里的，为什么写小说能杀人？【这算小说家的独特特异功能吗？】还有为什么最后赤发鬼死了，阿拉丁CEO还活着呢？还有最后结局小说改编现实，遇到女儿那段太【勉强】了,toshihideya,6,1614472500000
